name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
Modern Private Room in Long Island City,Ivann,Queens,Long Island City,40.74768482711784,-73.92406812676047,Private room,99.0,30,42,1.28,1,365,0,0
(L)comfortable unit in Queens of a house,Scott,Queens,Elmhurst,40.73957,-73.86953,Private room,109.0,30,63,1.91,2,134,0,0
Stylish brand new 2 bedroom close to LGA airport,Tenzin,Queens,East Elmhurst,40.7568116921765,-73.89757485501708,Entire home/apt,264.0,30,13,0.41,1,60,0,0
"Designer 2BR, 1.5BA, 4 Beds in prime East Village",Jessica,Manhattan,East Village,40.72473,-73.98459,Entire home/apt,192.0,30,4,0.13,1,144,1,0
Stylish 2 bedrooms rental unit,Daouda,Manhattan,Harlem,40.81683,-73.94228,Entire home/apt,238.0,30,12,0.38,2,90,0,0
"Blueground | East Village, w/d, nr groceries",Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,409.0,31,0,0.0,1194,160,0,0
Rare 1 -Bedroom Pelham/Fordham University Unit,Carl,Bronx,Morris Park,40.85054,-73.86482,Entire home/apt,125.0,30,0,0.0,1,365,0,0
Aries room in Manhattan,Barbara,Manhattan,East Harlem,40.78991,-73.9415,Private room,173.0,1,49,1.47,3,316,22,1
Private Rooftop Hidden Gem Studio,Henry,Manhattan,Midtown,40.74762,-73.98893,Entire home/apt,289.0,1,269,8.32,1,203,98,1
"Entire bright apartment, best of Greenpoint!",Gimena,Brooklyn,Greenpoint,40.72547,-73.94816,Entire home/apt,180.0,30,2,0.06,1,178,0,0
Cozy Room | Bronx NY | Traveling Professionals,Jonathan,Bronx,Williamsbridge,40.87977,-73.85488,Private room,60.0,30,40,1.21,3,87,0,0
Study Room in LIC,Leela,Queens,Long Island City,40.7535263,-73.9358622,Private room,95.0,30,27,0.83,1,90,0,0
Modern Spacious 3BR 2BTH APT in Manhattan,Tay,Manhattan,East Village,40.72647,-73.97787,Entire home/apt,293.0,30,22,0.76,1,333,2,0
new price discount for cypress hills,Peter,Brooklyn,Cypress Hills,40.689484,-73.870471,Private room,49.0,30,34,1.03,8,273,0,0
Lovely sunny & spacious studio in West Village,Charlotte,Manhattan,West Village,40.73454,-73.99965,Entire home/apt,180.0,30,12,0.38,1,90,0,0
Luxurious apartment/suite+new furniture+fast WiFi,"Gregory,Avner",Queens,Rego Park,40.73235,-73.85519,Entire home/apt,133.0,30,23,0.74,17,365,4,0
Spacious Prospect Heights Studio w/Washer & Dryer!,Elana,Brooklyn,Crown Heights,40.67935,-73.96355,Entire home/apt,149.0,30,17,0.52,2,305,2,0
2BR NYC HOME @900ft from subway; 30 Min to Midtown,Jeff,Queens,Jamaica,40.71059,-73.78221,Entire home/apt,115.0,30,1,0.03,5,71,0,0
Lovely one bedroom apartment with Juliet balcony,Ziggi,Brooklyn,Greenpoint,40.7327,-73.95416,Entire home/apt,145.0,30,11,0.36,1,92,3,0
Lovely 2 bed/2 bath home with private balcony,Reah,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95497,Private room,194.0,30,0,0.0,2,365,0,0
3 min to beach • HOT TUB • NYC Beach House,Elana,Queens,Rockaway Beach,40.58522,-73.81554,Entire home/apt,118.0,30,19,0.57,2,336,0,0
Villa Masino.,Tommaso,Staten Island,Tottenville,40.507114,-74.251907,Entire home/apt,224.0,30,0,0.0,1,365,0,0
1BR in huge 3BR+outdoor area (2of2)! NWilliamsburg,Rachel,Brooklyn,Williamsburg,40.72078,-73.96106,Private room,90.0,30,0,0.0,2,365,0,0
Elegant 1 bedroom apartment in DUMBO,Juliana,Brooklyn,Vinegar Hill,40.69876,-73.98541,Entire home/apt,142.0,30,13,0.44,1,208,4,0
Charming 1 Bedroom 20 mins from Downtown BK,Leandra,Brooklyn,Brownsville,40.66367,-73.90989,Private room,61.0,30,38,1.17,1,78,0,0
Sanctuary in Park Slope,Nina,Brooklyn,Park Slope,40.66987,-73.97987,Entire home/apt,135.0,30,35,1.16,7,174,4,0
my central Harlem apartment,Mohamed,Manhattan,Harlem,40.822506,-73.938911,Private room,63.0,30,3,0.14,1,365,0,0
Rockaway Bungalow studio,Robert,Queens,Rockaway Beach,40.58769,-73.81316,Entire home/apt,80.0,30,23,0.7,4,90,0,0
Lovely 2 bedroom Brooklyn apartment- Harmony Place,Vanessa,Brooklyn,East New York,40.6559,-73.87044,Entire home/apt,198.0,30,24,0.76,1,365,0,0
Rockaway Chill Bungalow,Robert,Queens,Rockaway Beach,40.58828,-73.81187,Entire home/apt,86.0,30,19,0.57,4,90,0,0
Rockaway 1 bedroom bungalow,Joseph,Queens,Rockaway Beach,40.58809,-73.81383,Entire home/apt,106.0,30,18,0.54,5,90,0,0
Lovely 2 BR 1 BA Near UBS Arena/Belmont Racetrack,Magnus,Queens,Queens Village,40.71394,-73.73203,Entire home/apt,180.0,30,36,1.09,1,67,1,0
LUXURY 2-BEDROOM IN CROWN HEIGHTS - Back Entrance,Sarah,Brooklyn,Crown Heights,40.66554,-73.93704,Entire home/apt,270.0,30,5,0.15,2,364,0,0
Bryant Studios - Creative Workspace DUMBO,Ann,Brooklyn,DUMBO,40.70383,-73.98628,Entire home/apt,562.0,30,2,0.07,2,365,0,0
Cozy home for visiting couples,Jude,Queens,Cambria Heights,40.69543,-73.72882,Entire home/apt,108.0,30,23,0.69,2,365,0,0
Luxury 1BR | Skyline | In-unit Laundry | Workspace,Paul,Manhattan,Hell's Kitchen,40.75815,-73.99848,Entire home/apt,235.0,30,10,0.35,1,118,6,0
"Blueground | UWS, gym & doorman, nr Julliard",Blueground,Manhattan,Upper West Side,40.7775972,-73.9884665,Entire home/apt,326.0,31,0,0.0,1194,1,0,0
The Blue Emerald,Matt,Manhattan,Midtown,40.75496,-73.96233,Entire home/apt,240.0,30,1,0.03,13,261,0,0
FiDi Studio w/ Office by Anyplace - 11419,Anyplace,Manhattan,Financial District,40.70569,-74.00979,Entire home/apt,207.0,30,7,0.22,25,91,1,0
Lovely studio 5 minutes away from Lga airport.,Marisol,Queens,East Elmhurst,40.76763,-73.87584,Entire home/apt,117.0,30,196,5.96,1,275,6,0
Crescent Cove - 1 bedroom apartment in Brooklyn,Saheed,Brooklyn,East New York,40.66321,-73.86764,Entire home/apt,126.0,30,31,0.97,2,365,0,0
Park Slope 2 BR + Office Duplex w/large yard/deck.,Dani,Brooklyn,South Slope,40.66855,-73.98929,Entire home/apt,198.0,90,0,0.0,3,30,0,0
Beautiful 3 bedroom family house,Vernette,Brooklyn,Bedford-Stuyvesant,40.67985,-73.90589,Entire home/apt,131.0,30,26,0.79,1,365,0,0
COZY APARTMENT WITH A VIEW OF CITY COLLEGE,Royal,Manhattan,Harlem,40.81814,-73.9512,Entire home/apt,200.0,30,65,2.03,1,365,0,0
Cozy spot for you in the heart of Manhattan!,Iryna,Manhattan,Gramercy,40.73442,-73.98623,Entire home/apt,122.0,1,110,3.34,1,85,43,1
"4 BR house, easy access to NYC & Queens Hospitals",Sepi,Queens,Forest Hills,40.71412,-73.83614,Entire home/apt,200.0,30,6,0.2,2,236,2,0
Spacious guest room in shared Apt New York,Camille,Brooklyn,Crown Heights,40.6777,-73.93755,Private room,315.0,30,67,2.1,1,329,7,0
Private room in large apartment,Wendy,Brooklyn,Bedford-Stuyvesant,40.69389,-73.93456,Private room,125.0,30,63,1.91,1,90,0,0
Cozy studio in the UES 79th street (30 DAYS MIN),The Local Stay,Manhattan,Upper East Side,40.77326,-73.95465,Entire home/apt,155.0,30,2,0.07,75,364,0,0
Welcoming 1 bedroom in prime location,April,Queens,Elmhurst,40.7330334,-73.8804763,Private room,69.0,30,15,0.47,1,365,0,0
"Cozy Brooklyn Apt - Near Train, 30m to Manhattan",Jerry,Brooklyn,Bedford-Stuyvesant,40.67759,-73.9132,Entire home/apt,125.0,2,107,3.27,1,186,40,1
Perfect Home-Deluxe & Spacious in Financial Hub,Jannes,Manhattan,Financial District,40.70427,-74.00845,Entire home/apt,371.0,3,57,1.77,1,69,30,1
Beautiful 3 Bedroom 4 Bath Historic Townhouse,Aiping,Manhattan,Harlem,40.81747,-73.94556,Entire home/apt,476.0,30,24,0.74,3,292,2,0
Lovely Spacious studio in upper Manhattan,Rahmel,Manhattan,Harlem,40.81423,-73.94178,Entire home/apt,135.0,30,6,0.21,3,90,0,0
Huge Manhattan apartment next to the Central park.,Alexandra,Manhattan,Harlem,40.80127,-73.9561,Entire home/apt,300.0,30,1,0.03,1,365,0,0
2 Double Beds + Private Bath near Prospect Park,Abdo,Brooklyn,Flatbush,40.65336,-73.96357,Private room,230.0,2,5,0.16,9,357,0,1
Lovely one bedroom apartment with private garden,Jessica,Brooklyn,Bedford-Stuyvesant,40.69292,-73.93415,Entire home/apt,99.0,30,41,1.24,1,179,2,0
Digital Nomad stop,Gus,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95808,Private room,63.0,30,11,0.39,8,119,3,0
Traveling professional spot,Gus,Brooklyn,Clinton Hill,40.68163,-73.95885,Private room,55.0,30,7,0.22,8,35,0,0
Stylish Brooklyn duplex w/garden,Jonathan,Brooklyn,Crown Heights,40.67844734867233,-73.9529415823143,Private room,238.0,5,23,0.68,1,6,9,1
One Bedroom Perfect for Working Nomads,Scott,Brooklyn,Greenpoint,40.72063,-73.94765,Entire home/apt,120.0,30,8,0.25,2,336,4,0
"GET THE WHOLE APARTMENT - FURNISHED, CLEAN, COZY",Inrich,Bronx,Mount Eden,40.8381,-73.91485,Entire home/apt,108.0,30,38,1.12,1,270,0,0
Modern 1BR in Brooklyn NYC Urban Elegance,Gregory,Brooklyn,Flatlands,40.61672,-73.92516,Entire home/apt,140.0,3,111,3.28,1,156,45,1
Mulberry House • Cozy Studio • No1R,Fenix,Manhattan,Nolita,40.722832,-73.996246,Entire home/apt,175.0,30,12,0.38,31,235,3,0
The little Habitat .,Victor,Brooklyn,Bedford-Stuyvesant,40.6869013,-73.95585179999999,Entire home/apt,140.0,2,114,3.85,1,151,54,1
Bright Bedroom by ABCD23 Subways,Lucija,Manhattan,Harlem,40.81545,-73.94686,Private room,150.0,30,8,0.24,2,365,1,0
"Blueground | Midtown, doorman & w/d, nr transport",Blueground,Manhattan,Midtown,40.75465899999999,-73.9721295,Entire home/apt,586.0,31,0,0.0,1194,0,0,0
"Blueground | Midtown E, doorman, nr UN",Blueground,Manhattan,Midtown,40.7514705,-73.9714149,Entire home/apt,587.0,31,0,0.0,1194,354,0,0
Gorgeous Brooklyn Brownstone,Isabelle,Brooklyn,Bedford-Stuyvesant,40.68452,-73.92248,Entire home/apt,135.0,30,46,1.37,1,153,0,0
Industrial Loft Minutes from Midtown,Kethia,Bronx,Mott Haven,40.81141,-73.92722,Entire home/apt,150.0,30,7,0.21,1,259,0,0
The Fern Suite,Regina,Brooklyn,Bedford-Stuyvesant,40.68537,-73.92708,Private room,157.0,30,7,0.23,2,365,0,0
Work remotely,Gus,Brooklyn,Bedford-Stuyvesant,40.68194,-73.95655,Private room,47.0,30,8,0.25,8,156,1,0
Newly Renovated Beautiful Studio Basement Apt.,Sylvia,Brooklyn,Flatbush,40.63394,-73.96677,Entire home/apt,99.0,30,30,0.9,1,364,1,0
"Amazing UES Luxury 2 Bed w/Gym, Pool,Laundry #6161",Moshe Joseph,Manhattan,Upper East Side,40.78488,-73.94926,Entire home/apt,241.0,30,3,0.15,63,364,1,0
Large 1 bed with outdoor space in north Park Slope,Mark,Brooklyn,Park Slope,40.678982,-73.981056,Entire home/apt,236.0,30,56,1.7,2,365,1,0
MedStay 315-8,Julio,Bronx,Claremont Village,40.84176,-73.90548,Private room,67.0,30,0,0.0,25,182,0,0
Private room with comfortable bed and mattress,"Gregory,Avner",Queens,Kew Gardens,40.710224,-73.828728,Private room,55.0,30,3,0.09,17,333,0,0
Brooklyn BedStuy Comfort,Alexis,Brooklyn,Bedford-Stuyvesant,40.68875,-73.92957,Entire home/apt,268.0,3,77,2.93,1,71,29,1
East Williamsburg Garden oasis,Daniela,Brooklyn,Bushwick,40.703144,-73.923859,Private room,135.0,30,7,0.21,1,307,0,0
Private room in Modern Boerum Hill Apartment,Abhi,Brooklyn,Carroll Gardens,40.68465,-73.99113,Private room,157.0,2,134,3.96,1,143,49,1
Lovely 2-bedroom condo with 2  balconies,Güney,Brooklyn,Bay Ridge,40.63177,-74.02664,Entire home/apt,194.0,30,8,0.24,1,56,1,0
Lovely 2- bedroom in Brooklyn,Lynn,Brooklyn,South Slope,40.6613,-73.98493,Entire home/apt,139.0,30,4,0.13,1,179,1,0
Lovely long unique Two Bedroom Apartment in NYC,Alan,Manhattan,Harlem,40.803562,-73.955635,Entire home/apt,129.0,30,4,0.13,1,62,2,0
LARGE Comfy Apt~Doorman~Elevator~Work from Home,Anthony And Elle,Manhattan,Midtown,40.75381,-73.972,Entire home/apt,200.0,30,0,0.0,9,335,0,0
Private room with a Garden 15Min Subway to Midtown,Jan,Queens,Long Island City,40.75297,-73.9347,Private room,86.0,30,22,0.7,2,304,4,0
Mid century room in BK next to Metro and IC,Andrada,Brooklyn,Sunset Park,40.65494,-74.00379,Private room,88.0,30,76,2.32,7,64,0,0
"Sunny, quiet 2-bedroom with office in Park Slope",Hiral,Brooklyn,Park Slope,40.66978,-73.98259,Entire home/apt,175.0,30,103,3.19,1,258,6,0
"Blueground | LIC, gym, elevator & private balcony",Blueground,Queens,Long Island City,40.74994839999999,-73.94033139999999,Entire home/apt,318.0,60,0,0.0,1194,229,0,0
"Blueground | LIC, w/d, doorman, nr East River",Blueground,Queens,Long Island City,40.7448909,-73.9568403,Entire home/apt,417.0,31,1,0.03,1194,229,0,0
Huge room w king bed in Bushwick w yard + rooftop,Natalie,Brooklyn,Bushwick,40.6958,-73.9311,Private room,162.0,30,11,0.33,1,364,0,0
"Renovated Two Bedroom, Steps From The Subway",Dimitar,Queens,Astoria,40.75668,-73.91396,Entire home/apt,202.0,3,11,0.34,1,48,5,1
Spacious Brooklyn two bedroom for long stay,Smadar,Brooklyn,Bedford-Stuyvesant,40.6876558,-73.9562242,Entire home/apt,200.0,30,0,0.0,2,362,0,0
"10% off ends soon
 Luxury NY condo Midtown West",Larry,Manhattan,Hell's Kitchen,40.76236,-73.98798,Entire home/apt,152.0,90,2,0.06,1,263,0,0
Sonder The Industrialist | Double Single Room,Sonder NYC,Brooklyn,Park Slope,40.67686,-73.98291,Private room,111.0,1,75,2.3,79,274,42,1
Sonder The Industrialist | Full Room,Sonder NYC,Brooklyn,Gowanus,40.67873,-73.98386,Private room,113.0,1,44,1.36,79,282,14,1
Sonder The Industrialist | Queen Room,Sonder NYC,Brooklyn,Gowanus,40.67814,-73.98442,Private room,123.0,1,790,24.48,79,0,491,1
Sonder The Industrialist | King Room w/ Balcony,Sonder NYC,Brooklyn,Park Slope,40.67744,-73.9825,Private room,171.0,1,21,0.67,79,283,4,1
Sonder The Industrialist | Queen Room w/ Balcony,Sonder NYC,Brooklyn,Gowanus,40.67678,-73.98423,Private room,146.0,1,17,0.52,79,243,3,1
"Blueground | Williamsburg, w/d & outdoor space",Blueground,Brooklyn,Williamsburg,40.7123644,-73.9488925,Entire home/apt,417.0,31,0,0.0,1194,245,0,0
"Lovely 1-bedroom in Brooklyn, NY",Arlene,Brooklyn,East Flatbush,40.64329,-73.93957,Private room,95.0,30,10,0.34,1,364,0,0
Spring House • Roomy 1-Bedroom • No11,Fenix,Manhattan,Nolita,40.7214556,-73.9944242,Entire home/apt,180.0,30,7,0.25,31,302,2,0
Rockaway Beach Relaxing Studio,Robert,Queens,Rockaway Beach,40.58776,-73.81359,Entire home/apt,73.0,30,26,0.79,4,90,0,0
Bright&Cozy railroad apt in the vibrant Ridgewood,Héctor,Queens,Ridgewood,40.70031,-73.90507,Entire home/apt,77.0,30,1,0.22,1,61,1,0
Stunning apt! 74th just one block to Central Park!,Daniel,Manhattan,Upper West Side,40.77953,-73.97878,Entire home/apt,139.0,30,14,0.45,8,339,5,0
Apt w/ Private Garden in Brooklyn. Kid Friendly.,Anthony,Brooklyn,Clinton Hill,40.68613,-73.9643,Entire home/apt,366.0,30,5,0.16,1,365,0,0
Luxury 2 Bedroom Basement Apartment,Adam,Brooklyn,East Flatbush,40.66025,-73.93872,Entire home/apt,234.0,30,1,0.03,2,363,0,0
Spacious apt in historic Bklyn,Shilpa,Brooklyn,Flatbush,40.63776,-73.96504,Entire home/apt,119.0,30,6,0.35,1,364,3,0
"Blueground | Kips Bay, elevator & w/d, nr park & 6",Blueground,Manhattan,Kips Bay,40.74013,-73.98152,Entire home/apt,309.0,31,0,0.0,1194,307,0,0
Stylish awesomeness and comfort,Sam,Brooklyn,Gravesend,40.6051,-73.97906,Private room,37.0,30,26,0.79,3,337,1,0
Perfect East Village Studio Near Wash Sq Park,Jeremy,Manhattan,East Village,40.72594,-73.98794,Entire home/apt,150.0,90,8,0.28,28,260,3,0
Cozy & fully furnished One-Bedroom in Park Slope,Boomerang,Brooklyn,Park Slope,40.67604,-73.97857,Entire home/apt,110.0,30,9,0.29,30,95,3,0
Chelsea apartment for rent,G,Manhattan,Chelsea,40.74098,-74.00056,Entire home/apt,120.0,30,4,0.13,1,89,2,0
The Heart of Little Italy / Soho ❤️,Ronald,Manhattan,Little Italy,40.72054,-73.99785,Entire home/apt,200.0,30,57,1.79,2,364,2,0
"Privacy, Garden Unit - Modern, Huge w Backyard!",Vikas,Brooklyn,Gowanus,40.68092,-73.99097,Private room,196.0,1,112,3.67,1,207,58,1
"Blueground | Kips Bay, w/d, nr river & 6 train",Blueground,Manhattan,Kips Bay,40.73959,-73.98152,Entire home/apt,275.0,31,1,0.22,1194,314,1,0
"Cozy guest suite. Clean, comfy, private and quiet",Ryan,Bronx,Morris Park,40.84969,-73.86009,Entire home/apt,428.0,30,44,1.34,1,365,0,0
Cozy 3 bedroom apartment rental,Maxine,Brooklyn,Flatbush,40.64312,-73.95258,Entire home/apt,112.0,30,18,0.54,4,309,3,0
Beautiful bedroom in the heart of Bushwick,Kirill,Brooklyn,Bushwick,40.69856,-73.93021,Private room,100.0,30,12,0.36,1,364,0,0
"Blueground | LES, elevator, w/d & roof",Blueground,Manhattan,Lower East Side,40.71968,-73.98333,Entire home/apt,404.0,31,0,0.0,1194,282,0,0
"Blueground | Nolita, w/d, nr SoHo",Blueground,Manhattan,Nolita,40.7233685,-73.99467229999999,Entire home/apt,320.0,31,0,0.0,1194,312,0,0
Lovely studio rental in Midtown West,Mario,Manhattan,Hell's Kitchen,40.76137,-73.99391,Entire home/apt,225.0,30,15,0.46,1,87,0,0
Home Away  From Home By JFK & USB Arena,Tisha,Queens,Howard Beach,40.6556073,-73.8289375,Entire home/apt,199.0,30,77,2.44,1,214,2,0
"Deluxe 1 King Bed Hotel-Hudson Yard, New York",Hudson River,Manhattan,Chelsea,40.7542,-73.99852,Private room,918.0,1,2,0.06,17,247,0,1
Bright Room in Prime Williamsburg,Heidi,Brooklyn,Williamsburg,40.71157,-73.96254,Private room,74.0,30,12,0.37,2,31,5,0
NYC VIBES! Private Room,Gina,Brooklyn,Cypress Hills,40.6821735,-73.86425799999999,Private room,40.0,30,11,0.35,2,341,5,0
Spacious entire basement w full bath walk to LIRR,Emmanuel,Queens,Flushing,40.76375,-73.80755,Private room,72.0,30,2,0.09,5,354,0,0
Beautiful 2Bed 2Bath Townhouse with garden in NY,Aiping,Manhattan,Harlem,40.81617,-73.9437,Entire home/apt,274.0,30,15,0.47,3,317,1,0
Room Available,Corey,Manhattan,Battery Park City,40.70855,-74.01824,Private room,110.0,30,4,0.15,1,365,0,0
1-bedroom rental - 1 block from EXPRESS BUS to NYC,Carlos,Staten Island,South Beach,40.58692,-74.08888,Entire home/apt,100.0,30,32,0.99,1,353,2,0
FiDi Studio w/ Office by Anyplace - 11433,Anyplace,Manhattan,Financial District,40.70345,-74.00954,Entire home/apt,214.0,30,4,0.14,25,82,0,0
FiDi Studio w/ Office by Anyplace - 11416,Anyplace,Manhattan,Financial District,40.70433,-74.00972,Entire home/apt,188.0,30,3,0.1,25,81,0,0
"1bd in 2bd apt, I’ll be gone 6mo",Will,Brooklyn,Bedford-Stuyvesant,40.68685079999999,-73.9531341,Private room,86.0,30,0,0.0,1,267,0,0
Large Private Studio - Prospect Park - New Home,Andrew,Brooklyn,Prospect-Lefferts Gardens,40.65815,-73.95127,Private room,140.0,30,54,1.72,1,365,0,0
Cool Caribbean Vibe in the City,Pettrina,Brooklyn,East Flatbush,40.652237870891256,-73.95074262933898,Private room,81.0,3,98,3.0,3,275,38,1
FiDi Studio w/ Office by Anyplace - 11431,Anyplace,Manhattan,Financial District,40.70562,-74.00811,Entire home/apt,253.0,30,6,0.2,25,86,2,0
Midtown West Furnished 3 Bedroom Apartment,Michael,Manhattan,Hell's Kitchen,40.76272,-73.99105,Entire home/apt,167.0,30,0,0.0,89,282,0,0
Cozy Studio! Steps to Central Park & Upper E Side!,Michael,Manhattan,Upper East Side,40.7806,-73.94944,Entire home/apt,100.0,30,2,0.1,89,352,0,0
Perfect Chill Spot in Flatbush,Ahshar,Brooklyn,East Flatbush,40.63428,-73.94915,Entire home/apt,399.0,30,6,0.2,1,365,0,0
Home Sweet Home 2C,Chunhsien,Queens,Flushing,40.7586023,-73.8127627,Private room,91.0,1,109,3.33,3,363,47,1
3 Bedroom Duplex w Large Backyard,Yvette,Brooklyn,Bedford-Stuyvesant,40.69297,-73.93902,Entire home/apt,360.0,30,43,1.37,2,60,2,0
Large and Lovely bedroom for you n the Bronx Rm 1,Mariam,Bronx,Mount Eden,40.84307,-73.92022,Private room,95.0,30,9,0.27,1,365,0,0
Agradable habitación en apartamento familiar,Leonardo,Queens,Forest Hills,40.7175,-73.83443,Private room,83.0,30,0,0.0,1,364,0,0
Luxury One Bedroom Room,Shamaine,Brooklyn,Flatbush,40.64706,-73.96762,Private room,70.0,30,7,0.34,2,349,3,0
"Available apartment in Victorian home, Ditmus Park",Hayley,Brooklyn,Flatbush,40.6369,-73.95437,Private room,70.0,30,0,0.0,1,173,0,0
Sonder The Dutch | Queen Room,Sonder NYC,Queens,Long Island City,40.75245,-73.93591,Private room,179.0,1,171,5.27,79,326,78,1
Sonder The Dutch | Double Full Room,Sonder NYC,Queens,Long Island City,40.75244,-73.9372,Private room,188.0,1,246,7.58,79,331,86,1
Sonder The Dutch | King Room,Sonder NYC,Queens,Long Island City,40.75234,-73.93696,Private room,147.0,1,579,17.83,79,336,254,1
Sonder The Dutch | Queen Room w/ Balcony,Sonder NYC,Queens,Long Island City,40.75259045937658,-73.93604679763095,Private room,214.0,1,27,0.86,79,257,11,1
"NYC ""Friends"" Themed 4Bed 2Bath Close to Manhattan",Gloria,Bronx,Mott Haven,40.81154,-73.91819,Entire home/apt,350.0,30,49,1.49,1,0,0,0
Sonder The Dutch | Accessible Queen Room,Sonder NYC,Queens,Long Island City,40.75222,-73.93587,Private room,194.0,1,50,1.54,79,266,18,1
"Penthouse alcove studio, heart of West Vill",Steven,Manhattan,West Village,40.73278062283028,-74.00130119585093,Entire home/apt,185.0,30,8,0.39,1,92,5,0
A place to enjoy evenings,Arcadie,Brooklyn,Sheepshead Bay,40.5834987,-73.9527785,Private room,109.0,30,0,0.0,1,365,0,0
Great Location! Spacious 3BR Loft in Midtown West!,Michael,Manhattan,Hell's Kitchen,40.76254,-73.99276,Entire home/apt,183.0,30,0,0.0,89,365,0,0
Amazing Upper East Side Studio! Epic Location!,Michael,Manhattan,Upper East Side,40.78228,-73.94941,Entire home/apt,93.0,30,1,0.14,89,306,1,0
Little Italian Manor / Quiet Apartment,Patrick,Manhattan,SoHo,40.72107081473512,-73.99835299979574,Entire home/apt,450.0,30,50,1.53,2,365,0,0
Onix Studio,Daniel,Queens,Long Island City,40.7517,-73.93476,Entire home/apt,115.0,30,11,0.38,7,153,3,0
Adelphi II by Rove Travel | 3BR Ft Greene w/Deck,Cassi,Brooklyn,Fort Greene,40.686591,-73.969436,Entire home/apt,467.0,30,11,0.35,2,295,1,0
Cozy Corner Rental,Brenda,Brooklyn,Bedford-Stuyvesant,40.68171,-73.91911,Entire home/apt,135.0,30,27,0.83,1,71,2,0
Work From Home Cozy Studio in the UES,Raphael,Manhattan,Upper East Side,40.77135,-73.9559,Entire home/apt,127.0,30,4,0.2,93,365,1,0
3 Bedroom Rental in Midtown East Manhattan,Raphael,Manhattan,Murray Hill,40.74468,-73.97231,Entire home/apt,448.0,30,0,0.0,93,153,0,0
Claremont Townhouse | 3-Bedroom Oasis in the Bronx,Phoebe,Bronx,Claremont Village,40.83642,-73.90973,Entire home/apt,145.0,30,66,2.0,1,207,4,0
